date,location,time,flock.no,scan.no,forag,roost,preen,mixed,f.beach,f.pool,f.sand,Prop.forag
18/03/16,north,12:56:00,10,1,34,0,4,single,34,0,0,0.895
19/03/16,park,10:38:00,1,1,2,0,2,single,2,0,0,0.5
24/03/16,north,11:12:00,1,1,35,1,7,single,35,0,0,0.814
24/03/16,north,11:17:00,1,2,17,12,12,single,17,0,0,0.415
24/03/16,north,11:22:00,1,3,25,4,11,single,25,0,0,0.625
25/03/16,north,10:48:00,1,1,18,0,0,single,0,18,0,1
25/03/16,north,11:11:00,2,1,6,16,0,single,6,0,0,0.273
27/03/16,north,10:38:00,1,1,3,0,0,single,3,0,0,
27/03/16,north,10:58:00,1,2,3,0,0,single,3,0,0,
27/03/16,north,11:15:00,2,1,13,0,0,single,13,0,0,
27/03/16,north,11:42:00,2,2,12,0,0,single,12,0,0,
27/03/16,north,11:59:00,3,1,17,0,4,mixed,12,0,5,
27/03/16,north,12:16:00,4,1,5,0,0,mixed,5,0,0,
27/03/16,north,16:15:00,5,1,41,1,4,mixed,41,0,0,
28/03/16,park,11:07:00,1,1,14,0,0,mixed,14,0,0,
28/03/16,park,11:35:00,1,2,14,0,0,single,14,0,0,
28/03/16,park,11:44:00,1,3,13,0,0,mixed,13,0,0,
28/03/16,park,14:10:00,1,1,4,0,0,single,4,0,0,
28/03/16,park,14:38:00,2,1,36,0,0,mixed,36,0,0,
28/03/16,park,15:06:00,3,1,10,0,0,single,10,0,0,
28/03/16,park,16:06:00,4,1,60,0,0,single,60,0,0,
28/03/16,park,16:15:00,5,1,40,1,6,mixed,40,0,0,
28/03/16,park,18:03:00,6,1,3,0,1,single,3,0,0,
29/03/16,north,11:58:00,1,1,23,0,0,single,23,0,0,
29/03/16,north,12:03:00,1,2,8,5,10,single,8,0,0,
29/03/16,north,12:08:00,1,3,27,0,0,single,27,0,0,
29/03/16,north,12:27:00,2,1,9,0,7,single,9,0,0,
29/03/16,north,12:33:00,3,1,25,0,0,single,25,0,0,
29/03/16,north,12:38:00,4,1,0,6,21,single,,,,
29/03/16,north,12:54:00,5,1,21,0,0,single,21,0,0,
29/03/16,north,15:50:00,6,1,32,0,0,single,32,0,0,
29/03/16,north,16:34:00,7,1,6,0,0,single,6,0,0,
29/03/16,north,17:42:00,8,1,11,0,0,mixed,11,0,0,
