"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"TALHA.07v",0.849311077394343,0.894342751196743,0.869088100122591,0.89877460906656,0.864659517625246,0.853821120033676,0.86606201343767,0.864491650247904,0.898028360713645,0.869411340988283,0.873409949978946,0.843830866107909,0.883618761994722,0.857020028811072,0.88667839793124,0.856053478738205,0.882029452009593,0.889128698791149,0.895031197433783,0.857867071916707
"BARRA.07v",0.844169732527202,0.879301406016933,0.855323639222821,0.889895779302591,0.842636182447466,0.862936283052876,0.889999299273267,0.885077881273388,0.868558367689057,0.8585484910489,0.889782165841146,0.84220726749593,0.867975735798805,0.870897562826955,0.876263952884541,0.855340791175668,0.859406878593729,0.882579897851138,0.880362731206727,0.857708131663131
"PPRAI.07v",0.869231860623138,0.875836408499541,0.883950316850426,0.874719824949092,0.85776199155813,0.874809140566516,0.87648617889294,0.893814804976113,0.865794176818486,0.849047639334718,0.883887276641577,0.872855964867161,0.889000165285107,0.879506908592367,0.891093568842573,0.853758886872208,0.89419265208988,0.887055024519194,0.880752398250663,0.857374027737097
"FIGUA.07v",0.870349505379825,0.884803271487769,0.869744378198597,0.906447256401308,0.875264927979341,0.91846532799073,0.886837686001851,0.869900504797173,0.891960224847504,0.90098509783399,0.863838360566234,0.88153758080799,0.889734392673763,0.861049266344723,0.843791583011239,0.853960559268057,0.839112514456372,0.895764838623954,0.884728463400488,0.85637431073172
"PAPAG.09v",0.880412286367844,0.855643992846808,0.870281600412831,0.841647258286597,0.882840083365039,0.885430869910636,0.850785616623544,0.861338842214238,0.84035347150973,0.893371508268525,0.860679181304688,0.876269864658715,0.887864559335287,0.895004796347757,0.913512593398954,0.863296078286433,0.869130279337737,0.813409783976338,0.891741382177567,0.819373706910771
"PANTA.09v",0.857169649957077,0.884618223172311,0.890376708595263,0.863980273352882,0.869428194665931,0.86695983648319,0.911923415415856,0.871800361351222,0.893884939096966,0.885961568816017,0.878383380358456,0.870955826763586,0.852797165439639,0.868556355001404,0.890659510155422,0.854090852079007,0.861414628062135,0.909158915756294,0.888707542041664,0.848912711711832
"CAIEA.09v",0.855613105200142,0.890636057683155,0.871129655328617,0.892685429220058,0.864066313553317,0.880756314627809,0.877566304339375,0.889411098189585,0.881102497455824,0.859538496179834,0.872953588941325,0.852289956519558,0.902993978489855,0.888874785537142,0.900526968786728,0.84100857907028,0.906155296490769,0.872291303719811,0.873875259917856,0.852665042816551
"FUNDO.09v",0.849693050119064,0.876889453482145,0.861067065470155,0.874280954495698,0.875676586965204,0.884198940000885,0.863688180723695,0.874715663694009,0.854023931448068,0.840448923317201,0.878868507781085,0.824317315167041,0.860290711887811,0.883928894972114,0.89019498155694,0.839797919010515,0.85286041252472,0.880838464503273,0.886690932510512,0.854941596341336
"RINCO.09v",0.85213414174003,0.885506422925247,0.881028300625323,0.892707109386201,0.887804072571876,0.880688978431087,0.8858226025619,0.891688700244197,0.903137150384291,0.861730110876543,0.900430885428106,0.85812310320548,0.841946505680198,0.854907274402981,0.881793291382884,0.875575471230458,0.900797673422496,0.905388966115065,0.899275234928371,0.839666847951488
"LMEIO.09v",0.856080926199717,0.878868508307409,0.8586191401573,0.876165735062419,0.848783330989528,0.882157305914117,0.858447404012344,0.879893356170555,0.863174665417727,0.851145481688146,0.865253301843345,0.859255488271029,0.872155404096219,0.873412612064026,0.883688879131362,0.858142675493712,0.864125650791042,0.861116345070759,0.885846666005457,0.863259476217302
"CANAL.09v",0.841895686140799,0.874593834568169,0.85694750386215,0.877877934518677,0.863467932908609,0.901163536339522,0.85107595243658,0.914204199064842,0.845611339225847,0.882282041067081,0.865796115177397,0.810042654504945,0.82352933121618,0.888035715947472,0.891663892883647,0.832413593699477,0.879441856836651,0.825524221261787,0.865607259227289,0.877855686628252
"FIGUA.09v",0.866135056478852,0.903537445205971,0.904999403327816,0.894734065336208,0.915258051870372,0.888468736110606,0.80283031971952,0.886819044789362,0.826809175441249,0.890342320441097,0.879017591349118,0.827325462476095,0.89904388059497,0.87653240303185,0.892686523672518,0.897076252354379,0.892937102741973,0.87171424380795,0.854956064729715,0.844241311666637
"PPRAI.09v",0.842668385586259,0.8806766063287,0.850847392127685,0.879224045250391,0.882805943408956,0.881976143318792,0.861177560240041,0.886255456113983,0.866854652820431,0.83678571402911,0.887750068507037,0.848484617412903,0.857030215264792,0.871750767423175,0.892973303230644,0.830234543833971,0.868117276760575,0.870524100393067,0.897560267587306,0.870409493642998
"PRABA.12v",0.848099554369995,0.883928638177135,0.843470361553526,0.893876430826858,0.843028072788347,0.868754702477843,0.868543800748665,0.870501591841293,0.873172355571186,0.852307646568597,0.870704973304108,0.85515768261234,0.867175983010353,0.873606113733035,0.874840472453278,0.851399823783034,0.885828859120262,0.875899820960956,0.882308123602687,0.847120569093816
"PPRAI.12v",0.8569457494544,0.881859082986105,0.853014126405061,0.887089510313841,0.852399312148285,0.864180819940492,0.869595136775958,0.889259785500301,0.877116031116533,0.859076093675935,0.865964860999869,0.853809973282036,0.862586317159409,0.877785531124864,0.885023165879463,0.850129668877804,0.867494705208649,0.872521278434913,0.882475498295969,0.844554897531276
"BARRA1.12v",0.850107928265027,0.886489864337464,0.853404045863249,0.884562294769184,0.862723791696821,0.875574308365865,0.876160163409359,0.874636286135563,0.890101795287179,0.862204861898874,0.874132229332859,0.854053624589209,0.890539106326386,0.86916787657098,0.883727858119017,0.856703586236441,0.891379754429107,0.87862425724445,0.895272101802206,0.869026336114003
"BABAL.12v",0.857037380757265,0.873975694540534,0.877795014032383,0.901493323643139,0.910752258678747,0.912752701611977,0.866374442618026,0.902546291169485,0.868147533205639,0.816327807342784,0.917849160623167,0.865119709120187,0.886467720444622,0.851398128777863,0.882420356767347,0.870405379484022,0.909216588199061,0.907015189220987,0.871220057664595,0.829155977931222
"FUNDO.12v",0.875219264736322,0.88379516142278,0.883649948609758,0.851095444239313,0.868441695222629,0.888282280738962,0.853007800756139,0.906620707593009,0.874015856445009,0.853462460114726,0.886523686764435,0.841464379321718,0.863967611176467,0.905225034219433,0.83179487125152,0.870614654122365,0.859458156626285,0.889018861405376,0.892851248624542,0.88191819046133
"RINCO.12v",0.849409117906607,0.907657194445826,0.890806909036873,0.89713763826889,0.868376310141833,0.875449720717845,0.871662111261969,0.895393511099101,0.874614850644844,0.866028465187832,0.862736492049557,0.846471301424058,0.883221276822626,0.87561174459287,0.876681144747894,0.870804356433815,0.87426783528079,0.853625458634591,0.902371213298528,0.836613707436517
"CANAL.12v",0.887920665059295,0.890178359846934,0.863424397677376,0.900184316298481,0.91693221552237,0.862968809704703,0.910504217947909,0.894408487262984,0.869364867270376,0.850167450593689,0.817816517739821,0.888478484702051,0.891905254012534,0.853268611258384,0.892468710785135,0.900359329850755,0.853011062279036,0.903521018554722,0.915601400663601,0.860188174675927
"TALHA.12v",0.871860242245791,0.895141986332012,0.870461690576507,0.881454910883755,0.859602410881537,0.826631995937345,0.847799077748394,0.868441317024684,0.850502073871317,0.854889952097194,0.869104186553711,0.837424234571843,0.884866651795514,0.904245120253228,0.889583860587484,0.86815257596671,0.871893579495698,0.863298756802188,0.877541522320272,0.888573186955502
"BARRA2.12v",0.861020318644534,0.87365274022165,0.884858858613932,0.873203264839569,0.835205452188936,0.885543911333591,0.887514720767724,0.904599132637907,0.898649045491349,0.823375869292039,0.873681521633761,0.866694562493965,0.878651920717323,0.889941950536596,0.870939376583972,0.834182014989414,0.878306409622412,0.901915879970884,0.877168128058625,0.856132391811954
"PRABA.13v",0.854056031756619,0.894996467594609,0.855103878311323,0.898477095858176,0.839241771435863,0.862518534514753,0.872313618865057,0.885297658240033,0.896701357444196,0.860799709194803,0.89348744734227,0.857656972877253,0.892200535050806,0.912174220798213,0.905972771654878,0.853083558281812,0.889455116893841,0.872780319776108,0.901486916886098,0.879518204777533
"PPRAI.13v",0.865858130911009,0.8765100274664,0.869703796266817,0.876260119146813,0.860247877675568,0.828156524291841,0.858648229461955,0.876384113548552,0.888947067231182,0.841544305542908,0.874913791028428,0.843449542474648,0.890995532545475,0.904997300396243,0.887243283993878,0.869461304625468,0.914638968552332,0.844620906358927,0.859993088908223,0.858270829003031
"FUNDO.13v",0.860561868219383,0.866701376985157,0.878766902627523,0.878193154154053,0.878219638205677,0.882760362751327,0.892452166383782,0.865403643945034,0.84934427216425,0.866119878635986,0.857037483775425,0.884666405202879,0.894335135558872,0.8852370442781,0.907723323847044,0.869301877443753,0.86276979630057,0.891740484275518,0.889676615210757,0.878964730992
"BABAL.13v",0.830672467326666,0.891603212943053,0.924095363607545,0.901723227096406,0.880708938021139,0.890686121508131,0.888937459687969,0.887394005189098,0.897724329076444,0.882089638409032,0.919406947253502,0.829475433055419,0.871315211969852,0.87938740566402,0.850051809340281,0.922058087813084,0.899663649533472,0.864075522409933,0.888845948159176,0.836808060573809
"FIGUA.13v",0.872211259640957,0.841364108100203,0.876299218940349,0.913873166212542,0.890436952085004,0.875207039912147,0.898734766586616,0.842940019463943,0.89733609805172,0.837347831822758,0.831442077845909,0.883857738641269,0.877642117442513,0.89540075599937,0.87451228641452,0.855705171480851,0.875920594290211,0.86999823119666,0.853262666320526,0.90451065888404
"RINCO.13v",0.833167058750769,0.876288879309841,0.854888979563367,0.910333907435623,0.855166870409555,0.896249139482242,0.866092763590358,0.891981102814261,0.875615343088793,0.820224433023913,0.858910901165593,0.878291011008575,0.899844677874683,0.888344292332836,0.905156864700623,0.854562209847202,0.890643957302644,0.904905468427725,0.86462750638216,0.871547010410042
"TALHA.13v",0.847805811129279,0.875412517665867,0.879418231063234,0.896049988380196,0.863677844473817,0.916818800931515,0.861608904259405,0.897824417804819,0.879989176772163,0.85702604723866,0.884484351237296,0.858109572858651,0.893692156326727,0.876647532923323,0.862335585924805,0.868508165298506,0.896176614770977,0.852405227408314,0.901539955521272,0.847724485108765
"BARRA.15v",0.851196693345596,0.879199527621715,0.849926125910028,0.882471151413188,0.8594717921918,0.864724645866569,0.870443174151374,0.873852752719466,0.869394104270897,0.858868538057466,0.866047743162097,0.853940160262432,0.875265151052779,0.880860227621252,0.883748504478121,0.851947268509629,0.873677523269042,0.868544406810712,0.872600836509218,0.85707698526113
"PRABA.15v",0.823667757352028,0.880184125143567,0.874771489627733,0.879094967572418,0.847637886309933,0.905076921922974,0.855254439705184,0.902861794713441,0.887459883593057,0.871924615936177,0.866024057029379,0.865672430253085,0.880556014939317,0.889187829270588,0.864041945222529,0.874684001107674,0.862290973282371,0.89129075868951,0.919851705213133,0.83196452860752
"PPRAI.15v",0.864594460918952,0.886982224141128,0.846396569708491,0.888152739053557,0.870942725297605,0.880778242919629,0.868165077953788,0.891041151801685,0.883569338528131,0.867123351316407,0.888453760923224,0.859262147683456,0.884878490097728,0.873647359951556,0.889321018307179,0.841673903990202,0.876671932367314,0.880094205596771,0.877299730400112,0.866788459495625
"FUNDO.15v",0.872197072891748,0.901393755872019,0.825771474912012,0.87929153138754,0.89952635232019,0.866394332172714,0.877699223602081,0.873350238275029,0.841306585521438,0.891387621801186,0.913166581842384,0.88344288643355,0.912483144497866,0.870324211503839,0.871579569543619,0.848520097652797,0.886684020517152,0.873587751567444,0.895144001323009,0.853984334906683
"BABAL.15v",0.866736099556593,0.889688687543075,0.88124286554085,0.893315085855007,0.867318287153578,0.84396695294827,0.89775875001068,0.868442034024718,0.877832250598952,0.870093166637698,0.865346552972871,0.876034815256187,0.887832845864962,0.86446799865841,0.845599037652568,0.840752018152831,0.877319799751631,0.864115181972764,0.872675712080257,0.840708558825044
"RINCO.15v",0.863495054454781,0.898160424821485,0.873781326316258,0.871652880860089,0.86481633307984,0.890986502378571,0.875852733081045,0.88433889790823,0.888846572789308,0.829668908268361,0.866533060286047,0.848429193869818,0.880269738172693,0.886916289433419,0.855942937661486,0.851306076970222,0.892591301149557,0.879179844041082,0.882757753355421,0.851902376646743
"TALHA.15v",0.857668567803204,0.887029484477756,0.864684918843223,0.89007611057066,0.854667888757862,0.857340067133755,0.876889267741676,0.876557579304256,0.860110808820513,0.850835756523078,0.88227483130384,0.846339846067602,0.875945670437363,0.869995397468513,0.894030199325946,0.849174371481938,0.867311211833506,0.865207235680257,0.881064182584829,0.865688094044224
"PAPAG.05i",0.728526522616673,0.792516815261219,0.814691423496729,0.807516593463872,0.784345388273277,0.789039530739314,0.807840834992425,0.820332254833702,0.816765763347034,0.758970323625228,0.819170935645155,0.734574862107443,0.836514845565393,0.78825754591292,0.813606839609798,0.724716093783805,0.791587493129975,0.807044980294187,0.820691471403397,0.712264762879525
"PANTA.05i",0.73495292495502,0.75273332932687,0.786706272562977,0.815079023331454,0.781432791703281,0.840794439142356,0.829803675418488,0.814934530029306,0.840370537415713,0.781886092061818,0.802379143273888,0.769109975865371,0.817760939317074,0.845969868095725,0.82911359946848,0.759503893968504,0.835767977445786,0.799089058955427,0.802984781274227,0.730059244520788
"CAIEA.05i",0.74768672208922,0.799090142299967,0.758291318410298,0.816853715116228,0.812388815401401,0.811590615097131,0.793851563617617,0.841075869825097,0.814544445872465,0.738324794157131,0.810966636670123,0.754639057909441,0.81958753516761,0.835967646289749,0.833399109576144,0.754205733150342,0.812756018963245,0.822767687180846,0.804676757768037,0.742545100620368
"FUNDO.05i",0.740703870441212,0.785393465677487,0.794204257999984,0.817229542222354,0.799491615335675,0.792263155347372,0.824616367790482,0.778437126677017,0.820522473410071,0.737358710860918,0.824128212413307,0.746244157996371,0.802359327987955,0.802337414880818,0.802351339027515,0.732715892503054,0.813654603402872,0.798933655888102,0.865831563806742,0.737041311266162
"RINCO.05i",0.725359039661708,0.792250663377886,0.795971464913325,0.791843599047537,0.795717203861471,0.793537530573901,0.806176484503438,0.79552257652825,0.791510918356127,0.724914846905895,0.794928317916753,0.714426317724987,0.80935844676071,0.799259509940367,0.826433016387993,0.727894699178437,0.817389112566475,0.80832323013143,0.797713823604194,0.727873167147583
"DOURO.05i",0.754493527444184,0.828077323161035,0.797778365458349,0.757763724077223,0.820708800281198,0.794317575189272,0.794685584773523,0.813297663028886,0.796811328346362,0.730148813286145,0.808884446033855,0.756481497466294,0.797846360870137,0.791981305136716,0.806156955891495,0.779971321763497,0.790180030856433,0.82336996418504,0.804969912264677,0.757508955088064
"PAULO.05i",0.897155856401464,0.748209030424414,0.885268966364863,0.730473086592849,0.790163544872365,0.899283904493509,0.80948404354313,0.806710006708238,0.761324109263423,0.843985476464191,0.745327710528477,0.812168560690299,0.859195702764457,0.808303341599704,0.86507969026023,0.722800054651363,0.879615937114874,0.888435188019644,0.806452916253111,0.85598973326659
"CANAL.05i",0.717058027349147,0.835409086906288,0.831313753060542,0.860774837640799,0.7952792773409,0.797146185540703,0.841380269417995,0.731098962813733,0.806914515063288,0.696123146191262,0.728403613715275,0.817671550033354,0.854507845053363,0.814117507894508,0.774974428504703,0.794149618588788,0.781112770750344,0.806844020210448,0.828835772527584,0.669300718879477
"Pont2.05i",0.776849035965482,0.818861258673163,0.850735403111632,0.817260106049726,0.801970950287903,0.796341485010803,0.806482992773545,0.824673731262693,0.821802114834513,0.76127036622285,0.80105120995364,0.718208614407469,0.830283593842064,0.817034761603019,0.807992309082618,0.774454604330815,0.840674179445821,0.832214489025362,0.815103644484046,0.723022392221008
"JDIAS.05i",0.68949785657255,0.754409884107447,0.728047943023963,0.827396022631374,0.807852890198505,0.824783071205816,0.775843979353999,0.794685140395797,0.871219128806215,0.792448330531109,0.857139294893628,0.823118190296229,0.776540322525687,0.840643210478459,0.754933367828248,0.866053146374407,0.753911592058668,0.760087041854758,0.838355484602723,0.681265680407557
"SAIDA.05i",0.764183591659074,0.801658000867238,0.806844655969121,0.869170716964665,0.85500509045647,0.825849116890336,0.719192311284756,0.801742207168204,0.755137356647786,0.767436821833369,0.726952234511985,0.884208734141041,0.785974741044072,0.86748969985317,0.81971332825367,0.721907565399874,0.72357196731487,0.824450873735795,0.729701216643511,0.819858612746877
"FIGUA.05i",0.708734609327925,0.797735099003883,0.834444913982298,0.783011965334338,0.868026629643758,0.843347987274208,0.841071733418301,0.858303386965031,0.805306643712683,0.712242530247503,0.814933945012868,0.754329112926479,0.823714049969163,0.760839066542513,0.770680609651874,0.735934496455344,0.834931028251665,0.805447504086668,0.798941742758949,0.73515840910935
"PAPAG.06i",0.792348823516557,0.787927459241956,0.73566283867039,0.763597109658376,0.766762541627169,0.775536741708746,0.832645472181555,0.721949123255552,0.812703890718699,0.695909015693928,0.760875704543676,0.813296173114044,0.812008716613347,0.820746935534766,0.74603823013852,0.735966274890387,0.735058155671225,0.776268440536323,0.822442406122056,0.737029693359586
"PANTA.06i",0.742539041843836,0.821923699375188,0.817633129188648,0.790316730132811,0.791423320749042,0.818310481813866,0.793972471062147,0.796969624452237,0.77630470720653,0.794371809524766,0.808922666351874,0.737157985370646,0.812409398305821,0.826645470280899,0.788723564546631,0.730103976041328,0.785452293611327,0.823111204900091,0.815045903917367,0.733639815256887
"CAIEA.06i",0.732166002080361,0.81008536597713,0.823046099686962,0.813880872186852,0.805164533428361,0.831997554479536,0.816618970538291,0.817395899647836,0.805418812033255,0.714041810448674,0.806004342775193,0.728858682358517,0.796263811946621,0.823067780977414,0.819300963175881,0.739604198312348,0.801336487664517,0.808816350188218,0.811271711087913,0.722256255044205
"FUNDO.06i",0.718956499678815,0.816129214684614,0.81709364855788,0.785313681785375,0.789573021748234,0.803963000106709,0.782414055932088,0.794430899777163,0.814892636695496,0.719821552864074,0.78585387623292,0.699372317118112,0.817841083959015,0.789306683256117,0.801789845463898,0.720241111702547,0.803276099633103,0.801316174149907,0.797021769739478,0.726079647904755
"RINCO.06i",0.741191696445793,0.834185094229908,0.831788916876001,0.78671194280117,0.776855342916549,0.819571477819595,0.837885250034985,0.79516521616536,0.817510129232532,0.758324124507624,0.794534620821334,0.750928857775871,0.79414693757082,0.811556989717739,0.792760305509975,0.725291814396403,0.794145627295667,0.80309089165748,0.809475754804728,0.72631886877535
"CANAL.06i",0.74317209986066,0.834545492500841,0.73067195445832,0.832575836428458,0.815174768436459,0.775002515637873,0.711729492110634,0.775385873380198,0.805897598883644,0.830732534025159,0.866979382352247,0.822749825411152,0.744967540432138,0.777636963497776,0.758378346361606,0.771007331372082,0.783768999485703,0.801024793820328,0.795943317782512,0.76288999521843
"BABAL.06i",0.754829858339482,0.830270314904417,0.812302989635156,0.868762609339065,0.821621939459106,0.828697799539601,0.796240256380838,0.851041167541205,0.790885751950611,0.7629181586989,0.7778140613498,0.730555337645218,0.826802954952192,0.793379839381479,0.81888421124409,0.783993429681018,0.829519617592192,0.787660433104921,0.77699702374215,0.709367342931895
"LMEIO.06i",0.706688649372825,0.80117673325888,0.799226612596539,0.801900498061513,0.808027450491521,0.816438232966889,0.803515546390915,0.806513822582021,0.821138559170328,0.721271060527448,0.818020458489156,0.722217176372457,0.813480970436676,0.817154709873959,0.809264907702816,0.713242286351406,0.821873564636376,0.820307130233627,0.804875471073404,0.713336544323055
"TALHA.06i",0.763508408614965,0.832747558254408,0.836092575575186,0.807011572050503,0.772737048111412,0.860408272286561,0.805184878235511,0.808977379537251,0.84216914471502,0.740648424979474,0.782252084057142,0.755742751141563,0.806652279063359,0.819338679609299,0.796901188522678,0.717767876161406,0.774194920014253,0.813825575093864,0.811057229124118,0.71167947693194
"PPRAI.06i",0.727059242055988,0.814695226461138,0.803500899056148,0.820608042186546,0.786682380776883,0.829586451211646,0.822492767623457,0.795455217432336,0.797883392781047,0.743459400353895,0.796439395825337,0.759586253849631,0.85168427147795,0.802698567885488,0.812782149634164,0.703666478315987,0.822830256136836,0.813321744288151,0.79628022006549,0.740335595696086
"FIGUA.06i",0.741454644987474,0.809963129803504,0.788236241718978,0.76785587865524,0.814986116853693,0.785248917748269,0.815208549936097,0.815814272148324,0.76830691649678,0.783003639586676,0.830780155503489,0.798192687012597,0.819831293529059,0.78773455942712,0.823321692946588,0.723594497855289,0.796817105930071,0.846952488431615,0.805304395246408,0.714451418382595
"PANTA.07i",0.714844311526072,0.813012750043975,0.781106737949943,0.816254789023064,0.784511051257122,0.798238462966242,0.827459810043344,0.818963389485556,0.77530193911014,0.699989897292867,0.80368943578231,0.741511967649587,0.783415161880798,0.809228077228387,0.800212539534022,0.714302343792639,0.802239626224132,0.803042340726343,0.803023789471996,0.758931844744769
