"","V1","V2","V3","V4","V5","V6","V7","V8","V9","V10","V11","V12","V13","V14","V15","V16","V17","V18","V19","V20"
"FUNDO.07i",0.783538452203504,0.823586053338901,0.797319006707088,0.83418358448895,0.80170624912643,0.832135614832135,0.820848459418752,0.795766916717654,0.823896257030125,0.724603871446108,0.838890189699992,0.754830350044193,0.796735317300708,0.804040325557175,0.812819129595098,0.747331562345094,0.809577161094741,0.814616276918387,0.761129777526128,0.76154229425089
"LMEIO.07i",0.708650808530249,0.798031170069917,0.801057969627257,0.805756666309992,0.800833711342272,0.808901572920999,0.796685796286951,0.812185037393037,0.8029125581638,0.723036054487772,0.808666126561474,0.72257263547082,0.81769738088486,0.807999076361955,0.803645985912191,0.711797543136869,0.789092164398598,0.797693956367055,0.798456037005289,0.725153714959742
"CAIEA.07i",0.743721869281305,0.778952095291315,0.794410974539188,0.793950240410742,0.812293300928972,0.834235286849102,0.800772925543939,0.790601529246089,0.826450205743534,0.809621417859239,0.819014296424485,0.722952699303618,0.806473662474468,0.810438046901295,0.783067931935757,0.714727669437317,0.825208178878007,0.804336060914208,0.825486978517428,0.72890612932804
"RINCO.07i",0.711748351591662,0.800310919438039,0.801837988485163,0.823889802481667,0.778682653325459,0.823548034555035,0.810158524410403,0.80326572325171,0.788972847293187,0.700401951115246,0.809002365993888,0.719969548768456,0.802931474383788,0.826803337230558,0.806940453940728,0.730392346690541,0.815421365243822,0.818674204408155,0.787984225396022,0.714271634678933
"FIGUA.07i",0.72734537425204,0.836407195388038,0.803014091123387,0.805381339337828,0.785831821962162,0.854704864316564,0.805168230383586,0.81831724582959,0.761156157866204,0.71343686984906,0.800830935248773,0.715318109194384,0.788545536710538,0.827049499128828,0.822496545476621,0.77184700059894,0.819406467410187,0.826781773352912,0.850031126779502,0.749925850440568
"PPRAI.07i",0.726758625585581,0.795439276640271,0.753414853213615,0.785173169493479,0.785794440306391,0.824030698614442,0.821947174194909,0.818950646172557,0.790270186702713,0.707788137218198,0.795809633794043,0.749807860665163,0.786617467260006,0.800637449194274,0.807388410755594,0.709027945701792,0.808806694236331,0.81005459000213,0.789635118945516,0.721418213902398
"DUNAS.07i",0.774938539611585,0.78330585596261,0.822187581830956,0.783598023397426,0.889728356313647,0.800500216122553,0.783999381920921,0.794948665488324,0.809110184475081,0.774663923225463,0.815061925662535,0.709633348898584,0.84769954696499,0.818789850259119,0.845915241468184,0.765957164046922,0.802412706956931,0.738163489651218,0.806767729560261,0.755753613359563
"PPRAI.08i",0.731220420510851,0.78636523850268,0.794503743781285,0.801295515591734,0.787913596972552,0.820615046373322,0.799027565577301,0.79833720713287,0.784767789632112,0.724691970407714,0.796701446105325,0.70389650471659,0.809548561368398,0.825975071322219,0.799429781783767,0.714942150528786,0.792580027947386,0.815443219306138,0.814334855864317,0.740147981149711
"BARRA.08i",0.763290071907089,0.851978481359891,0.779186226622723,0.794649061413157,0.789421005690658,0.76355842140565,0.739592896686468,0.789073150321106,0.791759705490151,0.707372229444372,0.825493578663185,0.765456071433457,0.769915761095552,0.807494803942625,0.810883379808803,0.755033533259828,0.802087966949696,0.828438877563826,0.806109235403415,0.776146871492055
"PRABA.12i",0.717342044517751,0.803716461139738,0.80232765026355,0.784571870232288,0.795859893086849,0.789460030971183,0.826190484665681,0.793855956250224,0.813550763695384,0.719113954598546,0.812931480689287,0.718197649150826,0.802994471959337,0.808998131741083,0.79758510180458,0.72445933081578,0.812419552599739,0.810591431797622,0.810096984667877,0.720601042399327
"PPRAI.12i",0.716588716415997,0.793255255307847,0.824103234053994,0.799571369020772,0.809315053867805,0.806007345719239,0.815013003489127,0.797359306411216,0.809825923930214,0.73036215223564,0.7961261324994,0.724733753256403,0.808028326605393,0.800414079484973,0.799228268857321,0.714664439464561,0.818335815115856,0.809721297800043,0.815122173529948,0.711124560592512
"BARRA.1.12i",0.709170093772908,0.804540845547086,0.805034693009994,0.792857655832463,0.788285254314247,0.785722897692396,0.797405814897124,0.795791546147288,0.822622416584334,0.719968699172564,0.79909324492566,0.701980665760306,0.806884793208397,0.813368408174731,0.797162117617895,0.715546892604668,0.786108096362288,0.796814405403524,0.790986269795678,0.71186586754697
"BABAL.12i",0.787790610666099,0.755940371998887,0.765525091552074,0.802670485213351,0.813996403128407,0.767397221974464,0.787942453340671,0.744717221995334,0.782620224848405,0.682823315279957,0.816969854072962,0.772245740719709,0.846258517870112,0.796992974995797,0.78429193272474,0.74649198157206,0.775012102336222,0.816080150097308,0.872086183086362,0.763665044442702
"FUNDO.12i",0.709515065898409,0.780883210082174,0.784672462325188,0.825557368111857,0.809806192647525,0.807375986995291,0.82832655151113,0.806469151422852,0.809359420229337,0.711290170856808,0.796987204133177,0.713366399330978,0.793950363160166,0.81244498294118,0.801306442127116,0.724664076935747,0.802136197083227,0.805563691267656,0.797517716679068,0.702891476323095
"RINCO.12i",0.71248108843533,0.814280963369151,0.812594959125475,0.805475059916892,0.814736102800999,0.812511547502892,0.821326962489543,0.806949326761843,0.817145694140001,0.719716316171183,0.816724212869656,0.720569698526149,0.814528480850409,0.807695399083576,0.801922442596907,0.711721565120342,0.806284042024718,0.816772878886509,0.813827542562376,0.715025827323498
"TALHA.12i",0.751280407314014,0.821638993870067,0.798698624056175,0.791547892242483,0.768078292775433,0.817743370668305,0.762220385945776,0.794690340798068,0.821888637483013,0.75488275799122,0.825726078826186,0.735817636975731,0.810647431513359,0.805536794312075,0.828633069033162,0.708924610969764,0.808270046701863,0.810789722535122,0.794501534061907,0.722613039595694
"FIGUA.12i",0.778295842506437,0.682259618540843,0.782055865896399,0.775378830543993,0.826300129091614,0.825673771349338,0.752536012725148,0.817937137236691,0.814065644218361,0.68598238592179,0.847420860583347,0.852280558444845,0.70170146107662,0.854647875256488,0.775710882944039,0.83727957040542,0.847678663088238,0.80792814545364,0.728700961240237,0.807059867636355
"PRABA.14i",0.732977550092421,0.803630363517498,0.775610975430913,0.794247056368042,0.795681198618217,0.785306073765512,0.794627072953382,0.813567179870721,0.795560956413334,0.749741761566252,0.816021960654606,0.720040969352733,0.797649110288162,0.782804212785132,0.777581986909892,0.711506337082762,0.831967082253472,0.806663309943424,0.804114193266296,0.729328085048524
"PPRAI.14i",0.75650096932593,0.817344795651785,0.815706470990726,0.813087779301025,0.807805027996847,0.812163546858384,0.814533677585519,0.808770866214073,0.78080109785772,0.753984379393103,0.779421187748955,0.720852681829978,0.784041573644267,0.786650859320657,0.784841889145389,0.718428225116149,0.804978056021891,0.817042094400429,0.804900863193584,0.736843621596155
"BARRA.14i",0.7446705307717,0.831957221183527,0.888935726784393,0.808046455702745,0.83181303965857,0.793181591959441,0.779200318625135,0.842452498423294,0.849700941391975,0.734170112496196,0.798880178407856,0.779637830099987,0.805666335915846,0.824221631293398,0.845147176676686,0.763179163862339,0.814046103809744,0.820664035939181,0.828615771512148,0.729554424215303
"BABAL.14i",0.675995983769908,0.786362544411042,0.670587897767748,0.812012673320941,0.81535529234875,0.766776996080807,0.78990289891126,0.769239527817871,0.745052174216647,0.807317752467447,0.853378551116898,0.779977041985982,0.763174124920785,0.833895540108656,0.854641968227149,0.722410257383034,0.766321098096765,0.793852280868043,0.745283912657102,0.831438662694257
"FUNDO.14i",0.679254490344563,0.751474670410976,0.81891477016956,0.85778263803387,0.788537431108565,0.794009482855018,0.798255042760873,0.805613720798823,0.837521426120458,0.768406196214491,0.835838535991412,0.76288792183423,0.778090792569551,0.777454738130748,0.809609559899089,0.747225650045222,0.877754626362742,0.808015930039549,0.796699809366104,0.761941119014055
"RINCO.14i",0.712096946580972,0.803460133190085,0.793843786888602,0.825805336870113,0.795743598320966,0.801695230214419,0.799846760930384,0.787827261946203,0.807554486078783,0.705729233271168,0.811847618829017,0.709039295432223,0.805466462266329,0.79658618345566,0.783165642459433,0.732100373194681,0.812616419887305,0.798207645380555,0.80086412749234,0.712608752778116
"FIGUA.14i",0.716190437091224,0.799616878558719,0.786179932349889,0.774997204428373,0.75692526942603,0.840836674333739,0.858626816555138,0.800294331380172,0.781597376496614,0.774108553611267,0.838054170571876,0.717714665635393,0.805354174362566,0.874904218347632,0.815876533497172,0.826029047265891,0.791093357847856,0.797580328823646,0.799198283106697,0.770500498654232
"TALHA.14i",0.754107824957464,0.806225154774837,0.789703636693616,0.796563237656827,0.814953187133601,0.831074205245565,0.815718663463276,0.85653470875413,0.770428313017818,0.794628601981139,0.784094738212615,0.759736963640177,0.834852940324796,0.795276463258766,0.847563633787072,0.756188762245657,0.802734565627164,0.792900991518355,0.856591708956691,0.738321069873349
